DRUG_CONCEPT_ID,STANDARD_CONCEPT_NAME,STANDARD_CONCEPT_CODE,STANDARD_VOCABULARY
40892949,Bos taurus eye preparation Injectable Solution,OMOP2090911,RxNorm Extension
19081292,fluorouracil 50 MG/ML,315950,RxNorm
44785306,ribavirin 200 MG Oral Tablet [Moderiba],1486200,RxNorm
46276088,10 ML nivolumab 10 MG/ML Injection,1657195,RxNorm
19133859,penicillin V potassium 50 MG/ML Oral Solution,834040,RxNorm
40176911,12 HR oxymorphone hydrochloride 20 MG Extended Release Oral Tablet [Opana],977904,RxNorm
42628953,ifosfamide 1000 MG Injection [Ifex],1791595,RxNorm
40213178,"Meningococcal, MCV4, unspecified conjugate formulation(groups A, C, Y and W-135)",147,CVX
1378389,paclitaxel 100 MG Injection [Abraxane],583218,RxNorm
40173399,120 ACTUAT budesonide 0.18 MG/ACTUAT Dry Powder Inhaler,966522,RxNorm
778768,24 HR cyclobenzaprine hydrochloride 30 MG Extended Release Oral Capsule,828353,RxNorm
1714307,voriconazole 40 MG/ML Oral Suspension,465355,RxNorm
1704190,lamivudine 100 MG Oral Tablet [Epivir HBV],213483,RxNorm
40237895,psyllium 6000 MG Powder for Oral Suspension [Konsyl],1095536,RxNorm
19102591,isotretinoin 40 MG Oral Capsule [Amnesteem],404064,RxNorm
40180091,promethazine hydrochloride 50 MG Rectal Suppository [Phenergan],992479,RxNorm
35603129,melatonin 10 MG Sublingual Tablet,1720311,RxNorm
36249432,0.5 ML influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML Prefilled Syringe,1801161,RxNorm
19130452,60 ACTUAT ciclesonide 0.16 MG/ACTUAT Metered Dose Inhaler [Alvesco],799037,RxNorm
40169280,60 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],896271,RxNorm
2718697,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",J7321,HCPCS
35858240,ciprofloxacin 200 MG Injectable Solution,OMOP5014750,RxNorm Extension
19048141,letrozole 2.5 MG [Femara],565177,RxNorm
19054530,12 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Optil SR],227074,RxNorm
19025425,Revlimid,337535,RxNorm
35606186,4 ML ziv-aflibercept 25 MG/ML Injection [Zaltrap],1723194,RxNorm
987406,ethacrynate,62349,RxNorm
40182215,homatropine methylbromide 1.5 MG / hydrocodone bitartrate 5 MG Oral Tablet [Tussigon],992733,RxNorm
40234302,etravirine 200 MG Oral Tablet [Intelence],1052660,RxNorm
19044992,ascorbic acid 500 MG / ferrous sulfate 105 MG Extended Release Oral Tablet [Fero-Grad],210780,RxNorm
19131886,romiplostim 0.5 MG/ML Injectable Solution,805455,RxNorm
990580,"sodium phosphate, dibasic 80 MG/ML / sodium phosphate, monobasic 180 MG/ML Enema",422671,RxNorm
987037,trichloroacetate 800 MG/ML Topical Solution,618567,RxNorm
19128212,{35 (lamotrigine 25 MG Oral Tablet) } Pack,751139,RxNorm
40163523,warfarin sodium 2 MG,855301,RxNorm
40163321,propranolol hydrochloride 120 MG [Inderal],856461,RxNorm
35606631,mepolizumab,1720597,RxNorm
40220576,"400 ML immunoglobulin G, human 100 MG/ML Injection",1809524,RxNorm
40237539,0.5 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe,1098137,RxNorm
42903275,nitroglycerin 0.4 MG/HR Transdermal System,1360388,RxNorm
19038605,terazosin 10 MG Oral Capsule [Hytrin],208471,RxNorm
37496840,semaglutide 3 MG Oral Tablet,2200652,RxNorm
19003826,doxazosin 2 MG Oral Tablet [Cardura],104368,RxNorm
19036443,nifedipine 10 MG Oral Capsule [Procardia],207765,RxNorm
40165639,pitavastatin calcium 1 MG Oral Tablet [Livalo],861646,RxNorm
1718080,Sprinkle 24 HR topiramate 25 MG Extended Release Oral Capsule,1812421,RxNorm
19093629,erythromycin 0.02 MG/MG,340095,RxNorm
961194,ranitidine 75 MG,329156,RxNorm
19085691,tamoxifen 20 MG,330595,RxNorm
19111298,phenobarbital 300 MG,450571,RxNorm
19036977,sildenafil 25 MG [Viagra],573183,RxNorm
45416736,cyclophosphamide 200 mg intravenous powder for injection,433,Multum
19038950,dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment [Maxitrol],208601,RxNorm
923776,phenol 14 MG/ML Mouthwash,562497,RxNorm
902732,tobramycin 60 MG/ML Inhalation Solution [Tobi],213194,RxNorm
1356108,albuterol Inhalation Solution,2108226,RxNorm
981654,penciclovir,59839,RxNorm
42924108,Famotidine 20 MG Injection,OMOP4650938,RxNorm Extension
1304647,1 ML darbepoetin alfa 0.1 MG/ML Injection,349276,RxNorm
19089802,ActHIB,637866,RxNorm
40168660,10 ML clonidine hydrochloride 0.1 MG/ML Injection [Duraclon],884223,RxNorm
1192710,chlorpheniramine,2400,RxNorm
719379,amphetamine aspartate 5 MG / amphetamine sulfate 5 MG / dextroamphetamine saccharate 5 MG / dextroamphetamine sulfate 5 MG Extended Release Oral Capsule [Adderall],541773,RxNorm
42707347,calcium carbonate 1250 MG / cholecalciferol 600 UNT Oral Tablet,1233607,RxNorm
1145650,opicapone 50 MG Oral Capsule,2362180,RxNorm
40232436,diphenhydramine hydrochloride 2.5 MG/ML Oral Solution [Benadryl],1049908,RxNorm
924172,pentosan polysulfate 100 MG Oral Capsule,199498,RxNorm
40166002,glyburide 5 MG / metformin hydrochloride 500 MG Oral Tablet,861753,RxNorm
40213294,hantavirus vaccine,57,CVX
966913,silver nitrate,9789,RxNorm
19116858,fluoxetine 60 MG [Prozac],564960,RxNorm
19053148,Aleve,215101,RxNorm
1326437,digoxin 0.05 MG/ML Oral Solution,393245,RxNorm
984298,isotretinoin 30 MG Oral Capsule [Claravis],643488,RxNorm
40163371,sevelamer hydrochloride 400 MG Oral Tablet,857216,RxNorm
40173714,benzphetamine hydrochloride 50 MG Oral Tablet [Didrex],904370,RxNorm
42709283,ethacrynic acid 25 MG Oral Tablet [Edecrin],1251905,RxNorm
42799987,sibutramine hydrochloride 10 MG Oral Capsule [Meridia],1294543,RxNorm
43011818,"heparin sodium, porcine 100 UNT/ML Injectable Solution [Hep-Pak]",1361198,RxNorm
1718745,4-(p-hydroxyphenyl)-2-butanone,1860422,RxNorm
19044952,magnesium gluconate 500 MG Oral Tablet [Magtrate],210759,RxNorm
19102752,sirolimus 2 MG Oral Tablet [Rapamune],404432,RxNorm
40173465,24 HR fluvoxamine maleate 100 MG Extended Release Oral Capsule [Luvox],903875,RxNorm
19038867,thyroid (USP) 300 MG Oral Tablet [Armour Thyroid],208551,RxNorm
19041926,cholecalciferol 0.01 MG Oral Tablet [Delta D3],209638,RxNorm
19035661,calcitriol 0.001 MG/ML Oral Solution,313932,RxNorm
1327256,treprostinil,343048,RxNorm
42628891,mannitol 200 MG/ML Injection [Osmitrol],1791406,RxNorm
19073523,apraclonidine 5 MG/ML Ophthalmic Solution,308345,RxNorm
40185306,losartan potassium 50 MG [Cozaar],979493,RxNorm
44818333,acetaminophen 500 MG Effervescent Oral Tablet,1536880,RxNorm
19129175,tadalafil 2.5 MG Oral Tablet,757707,RxNorm
1308368,midodrine,6963,RxNorm
45776581,prednisolone acetate 1.25 MG/ML Ophthalmic Suspension,1549315,RxNorm
35201886,{8 (estradiol 0.01 MG Vaginal Insert) } Pack,2054315,RxNorm
40238627,{24 (drospirenone 3 MG / ethinyl estradiol 0.02 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack [Loryna 28 Day],1099026,RxNorm
42873631,prednisone 5 MG Delayed Release Oral Tablet,1303135,RxNorm
35604809,romiplostim 0.5 MG Injection [Nplate],1728099,RxNorm
19035388,ranitidine 1 MG/ML Injectable Solution [Zantac],207380,RxNorm
40172365,iodoform,27748,RxNorm
40171880,verapamil hydrochloride 200 MG [Verelan],897591,RxNorm
40179264,1.5 ML carbachol 0.1 MG/ML Injection [Miostat],991606,RxNorm
1786653,cephalexin 500 MG Oral Tablet [Keftab],212297,RxNorm
40002706,acetaminophen / hydrocodone Oral Tablet,370641,RxNorm
35604680,tetanus immune globulin,1727875,RxNorm
40174234,dexlansoprazole 30 MG [Dexilant],902622,RxNorm
1326443,bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet,562344,RxNorm
19076492,digoxin 0.125 MG Oral Tablet [Lanoxin],309888,RxNorm
40163750,fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,857166,RxNorm
19131138,alanine 27.6 MG/ML / arginine 19.6 MG/ML / aspartate 6 MG/ML / glutamate 10.2 MG/ML / glycine 20.6 MG/ML / histidine 11.8 MG/ML / isoleucine 10.8 MG/ML / leucine 10.8 MG/ML / lysine 13.5 MG/ML / methionine 7.6 MG/ML / phenylalanine 10 MG/ML / proline 1...,801136,RxNorm
40163989,0.75 ML paliperidone palmitate 156 MG/ML Prefilled Syringe [Invega],858057,RxNorm
35603089,1 ML haloperidol decanoate 100 MG/ML Injection,1719803,RxNorm
903806,tretinoin 0.25 MG/ML Topical Cream [Tretin X],645669,RxNorm
19133753,calcium carbonate 1500 MG / cholecalciferol 200 UNT Oral Capsule,832919,RxNorm
42899259,gallium,1310124,RxNorm
43526961,20 ML sodium glycerophosphate 216 MG/ML Injection,1423807,RxNorm
46287293,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen...,1664644,RxNorm
40011037,belladonna alkaloids / phenobarbital Oral Tablet,375767,RxNorm
40225928,Bupivacaine Hydrochloride 1 MG/ML / Fentanyl 0.005 MG/ML Injectable Solution,1012672,RxNorm
40243864,fluocinolone acetonide 0.1 MG/ML Otic Solution,1191299,RxNorm
929441,acetazolamide 125 MG Oral Tablet [Diamox],211695,RxNorm
35604953,selexipag 0.4 MG Oral Tablet,1729055,RxNorm
1331270,dipyridamole,3521,RxNorm
19074585,calcium carbonate 600 MG Chewable Tablet,308914,RxNorm
1593854,valbenazine 40 MG Oral Capsule,1918224,RxNorm
933830,phenazopyridine 200 MG,328534,RxNorm
19086106,rizatriptan 5 MG,330766,RxNorm
1314865,azacitidine,1251,RxNorm
19059325,1000 ML glucose 100 MG/ML / sodium chloride 4.5 MG/ML Injection,244098,RxNorm
40213165,leishmaniasis vaccine,64,CVX
1307542,mexiletine,6926,RxNorm
19120747,almotriptan 12.5 MG [Axert],575016,RxNorm
40171684,benazepril hydrochloride 5 MG [Lotensin],898724,RxNorm
46275844,basiliximab 20 MG Injection [Simulect],1656650,RxNorm
40175253,nalbuphine hydrochloride 20 MG/ML Injectable Solution,904440,RxNorm
35604738,hydrocortisone 500 MG Injection,1738594,RxNorm
1708880,minocycline,6980,RxNorm
1370109,sotalol,9947,RxNorm
19080923,ascorbic acid 500 MG,315405,RxNorm
19059398,carvedilol 6.25 MG [Coreg],572581,RxNorm
40162573,acetaminophen 650 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,857083,RxNorm
1592306,3.9 ML aripiprazole lauroxil 273 MG/ML Prefilled Syringe [Aristada],1925264,RxNorm
1305132,methotrexate 5 MG,332454,RxNorm
19044210,metronidazole 0.0075 MG/MG [MetroGel],564325,RxNorm
40225969,bupivacaine hydrochloride 5 MG/ML Injectable Solution [Sensorcaine],1012457,RxNorm
19030040,furosemide 80 MG Oral Tablet [Lasix],205732,RxNorm
40171518,24 HR dexmethylphenidate hydrochloride 10 MG Extended Release Oral Capsule,899439,RxNorm
44785802,tretinoin 0.0008 MG/MG Topical Gel [Retin-A],1488047,RxNorm
40220551,"200 ML immunoglobulin G, human 50 MG/ML Injection [Flebogamma]",1809464,RxNorm
738241,doxepin 25 MG,328244,RxNorm
1525746,agalsidase beta,338817,RxNorm
40238417,nefazodone hydrochloride 100 MG [Serzone],1098650,RxNorm
35606538,methylprednisolone 500 MG Injection,1743720,RxNorm
35201887,{8 (estradiol 0.01 MG Vaginal Insert [Imvexxy]) } Pack [Imvexxy 10 MCG Maintenance Pack],2054316,RxNorm
35202006,0.5 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair],2058950,RxNorm
19128048,{21 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack,749860,RxNorm
42629393,cabozantinib 60 MG Oral Tablet,1790173,RxNorm
19027014,lenalidomide 25 MG Oral Capsule [Revlimid],643722,RxNorm
40162570,acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet,857383,RxNorm
42902205,{7 (perampanel 2 MG Oral Tablet [FYCOMPA]) / 7 (perampanel 4 MG Oral Tablet [FYCOMPA]) } Pack [Fycompa 2/4 Sample Pack],1359011,RxNorm
19130384,eptacog alfa activated 0.001 MG Injection [Novoseven],798104,RxNorm
1139060,30 ML acetylcysteine 200 MG/ML Injection [Acetadote],582119,RxNorm
40232226,pseudoephedrine hydrochloride 30 MG Oral Tablet [Sudafed],1049529,RxNorm
19004040,mycophenolate mofetil 200 MG/ML Oral Suspension [Cellcept],616444,RxNorm
40229134,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,1043400,RxNorm
42707979,24 HR loratadine 10 MG / pseudoephedrine sulfate 240 MG Extended Release Oral Tablet [Claritin-D],1242391,RxNorm
40239251,monobasic potassium phosphate 0.0408 MEQ/ML Oral Solution [K-Phos],1101778,RxNorm
46221773,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack [Ashlyna 91 Day],1603861,RxNorm
45775460,ketorolac 2.88 MG/ML / phenylephrine 10.16 MG/ML Ophthalmic Irrigation Solution,1540230,RxNorm
40223152,168 HR clonidine 0.00417 MG/HR Transdermal System,998671,RxNorm
1036928,benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucous Membrane Topical Solution,543786,RxNorm
40225990,buprenorphine 2 MG / naloxone 0.5 MG Sublingual Film [Suboxone],1010603,RxNorm
40228975,dextromethorphan hydrobromide 20 MG / quinidine sulfate 10 MG Oral Capsule [Nuedexta],1040058,RxNorm
792294,loxapine 50 MG/ML Injectable Solution,311384,RxNorm
35605658,50 ML morphine sulfate 50 MG/ML Injection,1731545,RxNorm
40225765,dexamethasone 0.5 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex],1011080,RxNorm
46275748,aripiprazole Injection,1659782,RxNorm
19034269,10 ML methocarbamol 100 MG/ML Injection [Robaxin],207014,RxNorm
19102201,atazanavir 200 MG Oral Capsule [Reyataz],402093,RxNorm
1396636,dextromethorphan hydrobromide 0.083 MG/ML / pheniramine maleate 0.083 MG/ML / phenylephrine hydrochloride 0.0417 MG/ML Oral Solution,2173718,RxNorm
40163761,fosinopril sodium 20 MG Oral Tablet [Monopril],857185,RxNorm
40174545,{56 (levothyroxine sodium 0.1 MG Oral Capsule) } Pack,966430,RxNorm
40235933,wheat dextrin 3000 MG Powder for Oral Solution,1088191,RxNorm
40236491,methylphenidate hydrochloride 54 MG Extended Release Oral Tablet,1091213,RxNorm
19042164,Garamycin,202392,RxNorm
19006495,ziprasidone 80 MG [Geodon],574978,RxNorm
40167131,lanolin 0.18 MG/MG / petrolatum 0.48 MG/MG / zinc oxide 0.1 MG/MG Topical Ointment [Dr. Smith's Rash-n-All],866214,RxNorm
40168812,nystatin 100 UNT/MG Topical Ointment,884308,RxNorm
1100333,codeine 30 MG,328253,RxNorm
44506695,hydrocortisone 25 MG/ML Topical Cream [Proctozone HC],1440936,RxNorm
1592643,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Kalliga 28 Day],1923421,RxNorm
37002520,enzalutamide 40 MG Oral Tablet [Xtandi],2390646,RxNorm
19054659,24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Dilcardia XL],227166,RxNorm
40169304,24 HR morphine sulfate 10 MG Extended Release Oral Capsule,894926,RxNorm
45777059,{42 (rivaroxaban 15 MG Oral Tablet) / 9 (rivaroxaban 20 MG Oral Tablet) } Pack,1549682,RxNorm
1501617,colestipol,2685,RxNorm
40174310,liothyronine sodium 0.025 MG Oral Tablet [Cytomel],903699,RxNorm
42902220,{21 (ethinyl estradiol 0.03 MG / norethindrone acetate 1.5 MG Oral Tablet) } Pack [Microgestin 1.5/30 21 Day],1359032,RxNorm
1189459,frovatriptan 2.5 MG Oral Tablet,349462,RxNorm
40094836,aprepitant Oral Capsule,405798,RxNorm
1544838,"insulin glulisine, human",400008,RxNorm
948888,polyethylene glycols 10 MG/ML / polyvinyl alcohol 0.01 ML/ML Ophthalmic Solution,359962,RxNorm
40175406,pravastatin sodium 80 MG [Pravachol],904482,RxNorm
40213189,"Novel influenza-H1N1-09, preservative-free, injectable",126,CVX
40222608,folic acid 2 MG,995849,RxNorm
46275869,"10 ML heparin sodium, porcine 10 UNT/ML Injection",1656760,RxNorm
40174937,levothyroxine sodium 0.1 MG Oral Capsule,966404,RxNorm
40165375,trimethobenzamide hydrochloride 300 MG Oral Capsule [Tigan],860773,RxNorm
40221967,acetaminophen 24 MG/ML / codeine phosphate 2.4 MG/ML Oral Solution [Tylenol with Codeine],993757,RxNorm
40231817,Abuse-Deterrent 12 HR oxycodone hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin],1049595,RxNorm
43527026,vitamin B12 1 MG/ML Oral Solution,1423423,RxNorm
1126557,dihydroergotamine,3418,RxNorm
35603900,dexrazoxane 500 MG Injection,1736590,RxNorm
40041238,erythromycin Ophthalmic Ointment,372063,RxNorm
40213207,"rabies vaccine, for intradermal injection",40,CVX
1782581,isoniazid 300 MG,317391,RxNorm
40169693,labetalol hydrochloride 200 MG [Trandate],896780,RxNorm
45339453,Phenylephrine Hydrochloride 0.08 MG/ML Injectable Solution,24200008450,NDC
974677,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,485471,RxNorm
1118116,celecoxib 50 MG Oral Capsule [Celebrex],686381,RxNorm
40234552,"hyoscyamine sulfate 0.12 MG / methenamine 118 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule",1087365,RxNorm
46221713,biotin 5 MG Disintegrating Oral Tablet,1606308,RxNorm
45892669,ivermectin 10 MG/ML Topical Cream,1598068,RxNorm
40233721,pramoxine hydrochloride 10 MG/ML Topical Cream,1052684,RxNorm
40234712,nystatin 100 UNT/MG / triamcinolone acetonide 0.001 MG/MG Topical Ointment [N.T.A.],1085146,RxNorm
45776267,phenylephrine hydrochloride 10 MG/ML Injectable Solution [Vazculep],1542385,RxNorm
36250081,azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista],1797849,RxNorm
19075397,citric acid 66.8 MG/ML / potassium citrate 110 MG/ML / sodium citrate 100 MG/ML Oral Solution,309317,RxNorm
1366408,cefpodoxime 200 MG Oral Tablet [Cefpoderm],2110505,RxNorm
35803665,Amsidine,3109,HemOnc
46276178,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension,1657325,RxNorm
46287582,20 ML baclofen 2 MG/ML Injection,1666613,RxNorm
1114380,0.67 ML anakinra 149 MG/ML Prefilled Syringe [Kineret],727714,RxNorm
19082513,nitrofurantoin 100 MG,317440,RxNorm
40236574,potassium bicarbonate 25 MEQ Effervescent Oral Tablet,1088772,RxNorm
40163887,1.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe,858052,RxNorm
1559877,estradiol 0.01 MG Vaginal Insert [Imvexxy],2048916,RxNorm
1396055,ferrous gluconate 240 MG Oral Tablet [Ferate],261385,RxNorm
42940569,Gadopentetate Dimeglumine 469 MG/ML Injectable Solution [Magnevist],OMOP4667219,RxNorm Extension
40169272,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],896023,RxNorm
964339,sulfasalazine,9524,RxNorm
44055670,tocilizumab Injectable Solution,OMOP1050301,RxNorm Extension
40166436,oxybutynin chloride 10 MG [Ditropan],863620,RxNorm
40227177,mepivacaine hydrochloride 20 MG/ML Injectable Solution,1012737,RxNorm
40227201,Ondansetron 0.16 MG/ML Injectable Solution,1010920,RxNorm
19027629,trichlormethiazide 2 MG Oral Tablet,204515,RxNorm
19029703,Bonine,1694,RxNorm
19057122,"estrogens, esterified (USP) 0.625 MG / methyltestosterone 1.25 MG Oral Tablet",238006,RxNorm
46233733,cholecalciferol 0.375 MG/ML Oral Solution,1650274,RxNorm
40175280,olsalazine sodium 250 MG Oral Capsule,905162,RxNorm
19060647,budesonide 0.2 MG Inhalation Powder,247047,RxNorm
19123036,aluminum chloride 200 MG/ML Topical Solution [Hypercare],605662,RxNorm
1177843,ibuprofen 200 MG Oral Capsule [Advil],731533,RxNorm
44816114,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Lorcet],1492671,RxNorm
35605943,dapsone 0.075 MG/MG Topical Gel,1741905,RxNorm
19079132,nystatin 500000 UNT Oral Capsule,312058,RxNorm
19082312,aluminum hydroxide 200 MG / magnesium hydroxide 200 MG / simethicone 20 MG Chewable Tablet,317055,RxNorm
40163951,24 HR carvedilol phosphate 20 MG Extended Release Oral Capsule [Coreg],860518,RxNorm
42900584,teriflunomide,1310520,RxNorm
733530,rivastigmine 3 MG Oral Capsule,312835,RxNorm
1551200,prednisone 50 MG,316586,RxNorm
42873439,"0.5 ML Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML Prefilled Syringe [Ixiaro]",1300783,RxNorm
19054693,olive leaf extract,435657,RxNorm
42708467,2 ML sodium hyaluronate 10 MG/ML Prefilled Syringe [Hyalgan],1245976,RxNorm
35200469,eravacycline,2055906,RxNorm
19074909,cefoxitin 200 MG/ML Injectable Solution,309072,RxNorm
1360379,glucosamine 500 MG,334876,RxNorm
19132300,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Decavac]",807276,RxNorm
19128037,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ortho-Cept 28 Day],749849,RxNorm
40222902,nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [Nitrolingual],995019,RxNorm
1154350,albuterol 4 MG Oral Tablet,197318,RxNorm
19041196,acetaminophen 120 MG Rectal Suppository [Acephen],209352,RxNorm
752129,prochlorperazine 25 MG Rectal Suppository [Compro],284254,RxNorm
19043532,methylprednisolone 4 MG [Medrol],574125,RxNorm
19051926,magnesium lactate,214688,RxNorm
